filename,audio_path,speaker,word,label
OAF_cab_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cab_angry.wav,OAF,cab,angry
OAF_cab_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cab_happy.wav,OAF,cab,happy
OAF_cab_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cab_neutral.wav,OAF,cab,neutral
OAF_cab_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cab_sad.wav,OAF,cab,sad
OAF_calm_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_calm_angry.wav,OAF,calm,angry
OAF_calm_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_calm_happy.wav,OAF,calm,happy
OAF_calm_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_calm_neutral.wav,OAF,calm,neutral
OAF_calm_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_calm_sad.wav,OAF,calm,sad
OAF_came_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_came_angry.wav,OAF,came,angry
OAF_came_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_came_happy.wav,OAF,came,happy
OAF_came_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_came_neutral.wav,OAF,came,neutral
OAF_came_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_came_sad.wav,OAF,came,sad
OAF_cause_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cause_angry.wav,OAF,cause,angry
OAF_cause_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cause_happy.wav,OAF,cause,happy
OAF_cause_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cause_neutral.wav,OAF,cause,neutral
OAF_cause_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cause_sad.wav,OAF,cause,sad
OAF_chain_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chain_angry.wav,OAF,chain,angry
OAF_chain_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chain_happy.wav,OAF,chain,happy
OAF_chain_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chain_neutral.wav,OAF,chain,neutral
OAF_chain_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chain_sad.wav,OAF,chain,sad
OAF_chair_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chair_angry.wav,OAF,chair,angry
OAF_chair_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chair_happy.wav,OAF,chair,happy
OAF_chair_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chair_neutral.wav,OAF,chair,neutral
OAF_chair_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chair_sad.wav,OAF,chair,sad
OAF_chalk_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chalk_angry.wav,OAF,chalk,angry
OAF_chalk_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chalk_happy.wav,OAF,chalk,happy
OAF_chalk_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chalk_neutral.wav,OAF,chalk,neutral
OAF_chalk_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chalk_sad.wav,OAF,chalk,sad
OAF_chat_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chat_angry.wav,OAF,chat,angry
OAF_chat_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chat_happy.wav,OAF,chat,happy
OAF_chat_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chat_neutral.wav,OAF,chat,neutral
OAF_chat_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chat_sad.wav,OAF,chat,sad
OAF_check_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_check_angry.wav,OAF,check,angry
OAF_check_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_check_happy.wav,OAF,check,happy
OAF_check_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_check_neutral.wav,OAF,check,neutral
OAF_check_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_check_sad.wav,OAF,check,sad
OAF_cheek_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cheek_angry.wav,OAF,cheek,angry
OAF_cheek_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cheek_happy.wav,OAF,cheek,happy
OAF_cheek_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cheek_neutral.wav,OAF,cheek,neutral
OAF_cheek_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cheek_sad.wav,OAF,cheek,sad
OAF_chief_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chief_angry.wav,OAF,chief,angry
OAF_chief_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chief_happy.wav,OAF,chief,happy
OAF_chief_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chief_neutral.wav,OAF,chief,neutral
OAF_chief_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_chief_sad.wav,OAF,chief,sad
OAF_choice_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_choice_angry.wav,OAF,choice,angry
OAF_choice_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_choice_happy.wav,OAF,choice,happy
OAF_choice_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_choice_neutral.wav,OAF,choice,neutral
OAF_choice_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_choice_sad.wav,OAF,choice,sad
OAF_cool_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cool_angry.wav,OAF,cool,angry
OAF_cool_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cool_happy.wav,OAF,cool,happy
OAF_cool_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cool_neutral.wav,OAF,cool,neutral
OAF_cool_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_cool_sad.wav,OAF,cool,sad
OAF_dab_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dab_angry.wav,OAF,dab,angry
OAF_dab_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dab_happy.wav,OAF,dab,happy
OAF_dab_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dab_neutral.wav,OAF,dab,neutral
OAF_dab_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dab_sad.wav,OAF,dab,sad
OAF_date_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_date_angry.wav,OAF,date,angry
OAF_date_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_date_happy.wav,OAF,date,happy
OAF_date_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_date_neutral.wav,OAF,date,neutral
OAF_date_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_date_sad.wav,OAF,date,sad
OAF_dead_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dead_angry.wav,OAF,dead,angry
OAF_dead_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dead_happy.wav,OAF,dead,happy
OAF_dead_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dead_neutral.wav,OAF,dead,neutral
OAF_dead_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dead_sad.wav,OAF,dead,sad
OAF_death_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_death_angry.wav,OAF,death,angry
OAF_death_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_death_happy.wav,OAF,death,happy
OAF_death_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_death_neutral.wav,OAF,death,neutral
OAF_death_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_death_sad.wav,OAF,death,sad
OAF_deep_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_deep_angry.wav,OAF,deep,angry
OAF_deep_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_deep_happy.wav,OAF,deep,happy
OAF_deep_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_deep_neutral.wav,OAF,deep,neutral
OAF_deep_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_deep_sad.wav,OAF,deep,sad
OAF_dime_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dime_angry.wav,OAF,dime,angry
OAF_dime_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dime_happy.wav,OAF,dime,happy
OAF_dime_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dime_neutral.wav,OAF,dime,neutral
OAF_dime_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dime_sad.wav,OAF,dime,sad
OAF_dip_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dip_angry.wav,OAF,dip,angry
OAF_dip_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dip_happy.wav,OAF,dip,happy
OAF_dip_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dip_neutral.wav,OAF,dip,neutral
OAF_dip_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dip_sad.wav,OAF,dip,sad
OAF_ditch_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_ditch_angry.wav,OAF,ditch,angry
OAF_ditch_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_ditch_happy.wav,OAF,ditch,happy
OAF_ditch_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_ditch_neutral.wav,OAF,ditch,neutral
OAF_ditch_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_ditch_sad.wav,OAF,ditch,sad
OAF_dodge_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dodge_angry.wav,OAF,dodge,angry
OAF_dodge_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dodge_happy.wav,OAF,dodge,happy
OAF_dodge_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dodge_neutral.wav,OAF,dodge,neutral
OAF_dodge_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dodge_sad.wav,OAF,dodge,sad
OAF_dog_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dog_angry.wav,OAF,dog,angry
OAF_dog_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dog_happy.wav,OAF,dog,happy
OAF_dog_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dog_neutral.wav,OAF,dog,neutral
OAF_dog_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_dog_sad.wav,OAF,dog,sad
OAF_doll_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_doll_angry.wav,OAF,doll,angry
OAF_doll_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_doll_happy.wav,OAF,doll,happy
OAF_doll_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_doll_neutral.wav,OAF,doll,neutral
OAF_doll_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_doll_sad.wav,OAF,doll,sad
OAF_door_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_door_angry.wav,OAF,door,angry
OAF_door_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_door_happy.wav,OAF,door,happy
OAF_door_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_door_neutral.wav,OAF,door,neutral
OAF_door_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_door_sad.wav,OAF,door,sad
OAF_fail_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fail_angry.wav,OAF,fail,angry
OAF_fail_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fail_happy.wav,OAF,fail,happy
OAF_fail_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fail_neutral.wav,OAF,fail,neutral
OAF_fail_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fail_sad.wav,OAF,fail,sad
OAF_fall_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fall_angry.wav,OAF,fall,angry
OAF_fall_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fall_happy.wav,OAF,fall,happy
OAF_fall_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fall_neutral.wav,OAF,fall,neutral
OAF_fall_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fall_sad.wav,OAF,fall,sad
OAF_far_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_far_angry.wav,OAF,far,angry
OAF_far_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_far_happy.wav,OAF,far,happy
OAF_far_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_far_neutral.wav,OAF,far,neutral
OAF_far_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_far_sad.wav,OAF,far,sad
OAF_fat_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fat_angry.wav,OAF,fat,angry
OAF_fat_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fat_happy.wav,OAF,fat,happy
OAF_fat_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fat_neutral.wav,OAF,fat,neutral
OAF_fat_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fat_sad.wav,OAF,fat,sad
OAF_fit_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fit_angry.wav,OAF,fit,angry
OAF_fit_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fit_happy.wav,OAF,fit,happy
OAF_fit_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fit_neutral.wav,OAF,fit,neutral
OAF_fit_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_fit_sad.wav,OAF,fit,sad
OAF_five_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_five_angry.wav,OAF,five,angry
OAF_five_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_five_happy.wav,OAF,five,happy
OAF_five_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_five_neutral.wav,OAF,five,neutral
OAF_five_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_five_sad.wav,OAF,five,sad
OAF_food_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_food_angry.wav,OAF,food,angry
OAF_food_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_food_happy.wav,OAF,food,happy
OAF_food_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_food_neutral.wav,OAF,food,neutral
OAF_food_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_food_sad.wav,OAF,food,sad
OAF_gap_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gap_angry.wav,OAF,gap,angry
OAF_gap_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gap_happy.wav,OAF,gap,happy
OAF_gap_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gap_neutral.wav,OAF,gap,neutral
OAF_gap_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gap_sad.wav,OAF,gap,sad
OAF_gas_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gas_angry.wav,OAF,gas,angry
OAF_gas_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gas_happy.wav,OAF,gas,happy
OAF_gas_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gas_neutral.wav,OAF,gas,neutral
OAF_gas_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gas_sad.wav,OAF,gas,sad
OAF_gaze_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gaze_angry.wav,OAF,gaze,angry
OAF_gaze_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gaze_happy.wav,OAF,gaze,happy
OAF_gaze_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gaze_neutral.wav,OAF,gaze,neutral
OAF_gaze_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gaze_sad.wav,OAF,gaze,sad
OAF_germ_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_germ_angry.wav,OAF,germ,angry
OAF_germ_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_germ_happy.wav,OAF,germ,happy
OAF_germ_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_germ_neutral.wav,OAF,germ,neutral
OAF_germ_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_germ_sad.wav,OAF,germ,sad
OAF_get_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_get_angry.wav,OAF,get,angry
OAF_get_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_get_happy.wav,OAF,get,happy
OAF_get_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_get_neutral.wav,OAF,get,neutral
OAF_get_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_get_sad.wav,OAF,get,sad
OAF_gin_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gin_angry.wav,OAF,gin,angry
OAF_gin_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gin_happy.wav,OAF,gin,happy
OAF_gin_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gin_neutral.wav,OAF,gin,neutral
OAF_gin_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gin_sad.wav,OAF,gin,sad
OAF_goal_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goal_angry.wav,OAF,goal,angry
OAF_goal_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goal_happy.wav,OAF,goal,happy
OAF_goal_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goal_neutral.wav,OAF,goal,neutral
OAF_goal_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goal_sad.wav,OAF,goal,sad
OAF_good_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_good_angry.wav,OAF,good,angry
OAF_good_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_good_happy.wav,OAF,good,happy
OAF_good_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_good_neutral.wav,OAF,good,neutral
OAF_good_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_good_sad.wav,OAF,good,sad
OAF_goose_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goose_angry.wav,OAF,goose,angry
OAF_goose_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goose_happy.wav,OAF,goose,happy
OAF_goose_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goose_neutral.wav,OAF,goose,neutral
OAF_goose_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_goose_sad.wav,OAF,goose,sad
OAF_gun_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gun_angry.wav,OAF,gun,angry
OAF_gun_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gun_happy.wav,OAF,gun,happy
OAF_gun_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gun_neutral.wav,OAF,gun,neutral
OAF_gun_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_gun_sad.wav,OAF,gun,sad
OAF_half_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_half_angry.wav,OAF,half,angry
OAF_half_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_half_happy.wav,OAF,half,happy
OAF_half_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_half_neutral.wav,OAF,half,neutral
OAF_half_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_half_sad.wav,OAF,half,sad
OAF_hall_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hall_angry.wav,OAF,hall,angry
OAF_hall_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hall_happy.wav,OAF,hall,happy
OAF_hall_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hall_neutral.wav,OAF,hall,neutral
OAF_hall_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hall_sad.wav,OAF,hall,sad
OAF_hash_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hash_angry.wav,OAF,hash,angry
OAF_hash_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hash_happy.wav,OAF,hash,happy
OAF_hash_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hash_neutral.wav,OAF,hash,neutral
OAF_hash_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hash_sad.wav,OAF,hash,sad
OAF_hate_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hate_angry.wav,OAF,hate,angry
OAF_hate_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hate_happy.wav,OAF,hate,happy
OAF_hate_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hate_neutral.wav,OAF,hate,neutral
OAF_hate_sad.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_hate_sad.wav,OAF,hate,sad
OAF_have_angry.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_have_angry.wav,OAF,have,angry
OAF_have_happy.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_have_happy.wav,OAF,have,happy
OAF_have_neutral.wav,/root/autodl-tmp/kfair/data/tess/audio/OAF_have_neutral.wav,OAF,have,neutral
